,Problem,spc,n_formulae,n_atoms,contains_include,full_file_name
6029,GRP375-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP375-1.p
6030,GRP789^1.p, TH0_UNK_EQU_NAR,213.0,638.0,,TPTP-v9.0.0/Problems/GRP/GRP789^1.p
6031,GRP124-1.004.p, CNF_UNS_EPR_NEQ_NHN,,,,TPTP-v9.0.0/Problems/GRP/GRP124-1.004.p
6032,GRP598-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP598-1.p
6033,GRP778+1.p, FOF_THM_RFO_SEQ,16.0,18.0,,TPTP-v9.0.0/Problems/GRP/GRP778+1.p
6034,GRP646+2.p, FOF_THM_RFO_SEQ,5665.0,31313.0,,TPTP-v9.0.0/Problems/GRP/GRP646+2.p
6035,GRP124-9.005.p, CNF_SAT_EPR_NEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP124-9.005.p
6036,GRP652+2.p, FOF_THM_RFO_SEQ,5676.0,31434.0,,TPTP-v9.0.0/Problems/GRP/GRP652+2.p
6037,GRP229-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP229-1.p
6038,GRP183-4.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP183-4.p
6039,GRP001-5.p, CNF_UNS_EPR_NEQ_HRN,,,,TPTP-v9.0.0/Problems/GRP/GRP001-5.p
6040,GRP819^1.p, TH0_UNK_EQU_NAR,213.0,644.0,,TPTP-v9.0.0/Problems/GRP/GRP819^1.p
6041,GRP215-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP215-1.p
6042,GRP573-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP573-1.p
6043,GRP567-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP567-1.p
6044,GRP201-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP201-1.p
6045,GRP702-11.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP702-11.p
6046,GRP040-3.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/GRP/GRP040-3.p
6047,GRP667-2.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP667-2.p
6048,GRP771-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP771-1.p
6049,GRP017-1.p, CNF_UNS_RFO_SEQ_HRN,,,,TPTP-v9.0.0/Problems/GRP/GRP017-1.p
6050,GRP003-1.p, CNF_UNS_RFO_NEQ_HRN,,,,TPTP-v9.0.0/Problems/GRP/GRP003-1.p
6051,GRP765-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP765-1.p
6052,GRP002-1.p, CNF_UNS_RFO_SEQ_HRN,,,,TPTP-v9.0.0/Problems/GRP/GRP002-1.p
6053,GRP764-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP764-1.p
6054,GRP770-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP770-1.p
6055,GRP666-2.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP666-2.p
6056,GRP016-1.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/GRP/GRP016-1.p
6057,GRP130-1.005.p, CNF_SAT_EPR_NEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP130-1.005.p
6058,GRP123-8.004.p, CNF_SAT_EPR_NEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP123-8.004.p
6059,GRP566-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP566-1.p
6060,GRP200-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP200-1.p
6061,GRP786+1.p, FOF_CSA_RFO_PEQ,35.0,35.0,,TPTP-v9.0.0/Problems/GRP/GRP786+1.p
6062,GRP214-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP214-1.p
6063,GRP792+1.p, FOF_CSA_RFO_PEQ,36.0,36.0,,TPTP-v9.0.0/Problems/GRP/GRP792+1.p
6064,GRP572-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP572-1.p
6065,GRP818^1.p, TH0_UNK_EQU_NAR,213.0,643.0,,TPTP-v9.0.0/Problems/GRP/GRP818^1.p
6066,GRP182-4.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP182-4.p
6067,GRP228-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP228-1.p
6068,GRP745+1.p, FOF_THM_RFO_PEQ,9.0,12.0,,TPTP-v9.0.0/Problems/GRP/GRP745+1.p
6069,GRP653+2.p, FOF_THM_RFO_SEQ,5679.0,31475.0,,TPTP-v9.0.0/Problems/GRP/GRP653+2.p
6070,GRP647+2.p, FOF_THM_RFO_SEQ,5666.0,31322.0,,TPTP-v9.0.0/Problems/GRP/GRP647+2.p
6071,GRP599-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP599-1.p
6072,GRP779+1.p, FOF_THM_RFO_SEQ,16.0,18.0,,TPTP-v9.0.0/Problems/GRP/GRP779+1.p
6073,GRP123-9.003.p, CNF_UNS_EPR_NEQ_NHN,,,,TPTP-v9.0.0/Problems/GRP/GRP123-9.003.p
6074,GRP412-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP412-1.p
6075,GRP194+1.p, FOF_THM_RFO_SEQ,8.0,21.0,,TPTP-v9.0.0/Problems/GRP/GRP194+1.p
6076,GRP788^1.p, TH0_UNK_EQU_NAR,213.0,637.0,,TPTP-v9.0.0/Problems/GRP/GRP788^1.p
6077,GRP374-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP374-1.p
6078,GRP360-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP360-1.p
6079,GRP406-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP406-1.p
6080,GRP348-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP348-1.p
6081,GRP816+1.p, FOF_CSA_RFO_PEQ,36.0,36.0,,TPTP-v9.0.0/Problems/GRP/GRP816+1.p
6082,GRP126-4.004.p, CNF_UNS_EPR_NEQ_NHN,,,,TPTP-v9.0.0/Problems/GRP/GRP126-4.004.p
6083,GRP802+1.p, FOF_CSA_RFO_PEQ,36.0,36.0,,TPTP-v9.0.0/Problems/GRP/GRP802+1.p
6084,GRP631+1.p, FOF_THM_RFO_SEQ,82.0,289.0,,TPTP-v9.0.0/Problems/GRP/GRP631+1.p
6085,GRP625+1.p, FOF_THM_RFO_SEQ,101.0,348.0,,TPTP-v9.0.0/Problems/GRP/GRP625+1.p
6086,GRP619+1.p, FOF_THM_RFO_SEQ,69.0,194.0,,TPTP-v9.0.0/Problems/GRP/GRP619+1.p
6087,GRP176-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP176-1.p
6088,GRP396+1.p, FOF_SAT_RFO_SEQ,2.0,7.0,,TPTP-v9.0.0/Problems/GRP/GRP396+1.p
6089,GRP610-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP610-1.p
6090,GRP604-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP604-1.p
6091,GRP162-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP162-1.p
6092,GRP048-2.p, CNF_UNS_RFO_NEQ_HRN,,,,TPTP-v9.0.0/Problems/GRP/GRP048-2.p
6093,GRP700-10.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP700-10.p
6094,GRP125-4.003.p, CNF_UNS_EPR_NEQ_NHN,,,,TPTP-v9.0.0/Problems/GRP/GRP125-4.003.p
6095,GRP189-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP189-1.p
6096,GRP129-4.002.rm,,,,,TPTP-v9.0.0/Problems/GRP/GRP129-4.002.rm
6097,GRP703-12.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP703-12.p
6098,GRP688-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP688-1.p
6099,GRP663-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP663-1.p
6100,GRP105-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP105-1.p
6101,GRP111-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP111-1.p
6102,GRP677-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP677-1.p
6103,GRP185-3.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP185-3.p
6104,GRP139-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP139-1.p
6105,GRP129-4.005.p, CNF_SAT_EPR_NEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP129-4.005.p
6106,GRP131-2.005.p, CNF_SAT_EPR_NEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP131-2.005.p
6107,GRP642+1.p, FOF_THM_RFO_SEQ,53.0,153.0,,TPTP-v9.0.0/Problems/GRP/GRP642+1.p
6108,GRP127-1.003.rm,,,,,TPTP-v9.0.0/Problems/GRP/GRP127-1.003.rm
6109,GRP132-2.002.p, CNF_UNS_EPR_NEQ_NHN,,,,TPTP-v9.0.0/Problems/GRP/GRP132-2.002.p
6110,GRP656+1.p, FOF_THM_RFO_PEQ,6.0,7.0,,TPTP-v9.0.0/Problems/GRP/GRP656+1.p
6111,GRP126-1.003.rm,,,,,TPTP-v9.0.0/Problems/GRP/GRP126-1.003.rm
6112,GRP307-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP307-1.p
6113,GRP039-6.p, CNF_UNS_RFO_NEQ_NHN,,,,TPTP-v9.0.0/Problems/GRP/GRP039-6.p
6114,GRP461-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP461-1.p
6115,GRP475-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP475-1.p
6116,GRP313-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP313-1.p
6117,GRP629+3.p, FOF_THM_RFO_SEQ,12907.0,79021.0,,TPTP-v9.0.0/Problems/GRP/GRP629+3.p
6118,GRP449-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP449-1.p
6119,GRP620+2.p, FOF_THM_RFO_SEQ,3817.0,19319.0,,TPTP-v9.0.0/Problems/GRP/GRP620+2.p
6120,GRP660-11.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP660-11.p
6121,GRP634+2.p, FOF_THM_RFO_SEQ,3847.0,19556.0,,TPTP-v9.0.0/Problems/GRP/GRP634+2.p
6122,GRP124-6.004.p, CNF_UNS_EPR_NEQ_NHN,,,,TPTP-v9.0.0/Problems/GRP/GRP124-6.004.p
6123,GRP298-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP298-1.p
6124,GRP273-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP273-1.p
6125,GRP515-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP515-1.p
6126,GRP501-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP501-1.p
6127,GRP267-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP267-1.p
6128,GRP529-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP529-1.p
6129,GRP026-3.p, CNF_SAT_RFO_NEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP026-3.p
6130,GRP032-3.p, CNF_UNS_RFO_SEQ_HRN,,,,TPTP-v9.0.0/Problems/GRP/GRP032-3.p
6131,GRP658-10.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP658-10.p
6132,GRP717-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP717-1.p
6133,GRP167-2.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP167-2.p
6134,GRP071-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP071-1.p
6135,GRP065-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP065-1.p
6136,GRP649+4.p, FOF_THM_RFO_SEQ,36523.0,259656.0,,TPTP-v9.0.0/Problems/GRP/GRP649+4.p
6137,GRP059-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP059-1.p
6138,GRP058-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP058-1.p
6139,GRP133-2.002.rm,,,,,TPTP-v9.0.0/Problems/GRP/GRP133-2.002.rm
6140,GRP172-2.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP172-2.p
6141,GRP648+4.p, FOF_THM_RFO_SEQ,36522.0,259651.0,,TPTP-v9.0.0/Problems/GRP/GRP648+4.p
6142,GRP064-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP064-1.p
6143,GRP716-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP716-1.p
6144,GRP070-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP070-1.p
6145,GRP166-2.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP166-2.p
6146,GRP123-7.005.p, CNF_SAT_EPR_NEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP123-7.005.p
6147,GRP033-3.p, CNF_UNS_RFO_NEQ_HRN,,,,TPTP-v9.0.0/Problems/GRP/GRP033-3.p
6148,GRP528-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP528-1.p
6149,GRP674-10.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP674-10.p
6150,GRP500-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP500-1.p
6151,GRP266-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP266-1.p
6152,GRP272-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP272-1.p
6153,GRP514-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP514-1.p
6154,GRP299-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP299-1.p
6155,GRP635+2.p, FOF_THM_RFO_SEQ,5644.0,31126.0,,TPTP-v9.0.0/Problems/GRP/GRP635+2.p
6156,GRP048-10.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP048-10.p
6157,GRP621+2.p, FOF_THM_RFO_SEQ,3818.0,19327.0,,TPTP-v9.0.0/Problems/GRP/GRP621+2.p
6158,GRP448-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP448-1.p
6159,GRP126-3.004.p, CNF_UNS_EPR_NEQ_NHN,,,,TPTP-v9.0.0/Problems/GRP/GRP126-3.004.p
6160,GRP628+3.p, FOF_THM_RFO_SEQ,12902.0,78983.0,,TPTP-v9.0.0/Problems/GRP/GRP628+3.p
6161,GRP474-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP474-1.p
6162,GRP312-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP312-1.p
6163,GRP306-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP306-1.p
6164,GRP460-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP460-1.p
6165,GRP125-2.004.p, CNF_SAT_EPR_NEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP125-2.004.p
6166,GRP657+1.p, FOF_THM_RFO_PEQ,6.0,7.0,,TPTP-v9.0.0/Problems/GRP/GRP657+1.p
6167,GRP643+1.p, FOF_THM_RFO_SEQ,55.0,170.0,,TPTP-v9.0.0/Problems/GRP/GRP643+1.p
6168,GRP748-2.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP748-2.p
6169,GRP138-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP138-1.p
6170,GRP110-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP110-1.p
6171,GRP184-3.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP184-3.p
6172,GRP676-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP676-1.p
6173,GRP662-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP662-1.p
6174,GRP104-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP104-1.p
6175,GRP012-2.p, CNF_UNS_RFO_SEQ_HRN,,,,TPTP-v9.0.0/Problems/GRP/GRP012-2.p
6176,GRP689-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP689-1.p
6177,GRP179-3.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP179-3.p
6178,GRP186-3.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP186-3.p
6179,GRP112-1.p, CNF_SAT_RFO_EQU_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP112-1.p
6180,GRP004-2.p, CNF_UNS_RFO_NEQ_HRN,,,,TPTP-v9.0.0/Problems/GRP/GRP004-2.p
6181,GRP106-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP106-1.p
6182,GRP126-1.004.p, CNF_UNS_EPR_NEQ_NHN,,,,TPTP-v9.0.0/Problems/GRP/GRP126-1.004.p
6183,GRP655+1.p, FOF_THM_RFO_PEQ,6.0,7.0,,TPTP-v9.0.0/Problems/GRP/GRP655+1.p
6184,GRP125-1.003.p, CNF_UNS_EPR_NEQ_NHN,,,,TPTP-v9.0.0/Problems/GRP/GRP125-1.003.p
6185,GRP641+1.p, FOF_THM_RFO_SEQ,55.0,162.0,,TPTP-v9.0.0/Problems/GRP/GRP641+1.p
6186,GRP489-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP489-1.p
6187,GRP310-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP310-1.p
6188,GRP476-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP476-1.p
6189,GRP462-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP462-1.p
6190,GRP304-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP304-1.p
6191,GRP682+1.p, FOF_THM_RFO_PEQ,8.0,9.0,,TPTP-v9.0.0/Problems/GRP/GRP682+1.p
6192,GRP338-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP338-1.p
6193,GRP637+2.p, FOF_THM_RFO_SEQ,5648.0,31164.0,,TPTP-v9.0.0/Problems/GRP/GRP637+2.p
6194,GRP623+2.p, FOF_THM_RFO_SEQ,3827.0,19403.0,,TPTP-v9.0.0/Problems/GRP/GRP623+2.p
6195,GRP130-1.002.rm,,,,,TPTP-v9.0.0/Problems/GRP/GRP130-1.002.rm
6196,GRP264-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP264-1.p
6197,GRP502-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP502-1.p
6198,GRP516-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP516-1.p
6199,GRP270-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP270-1.p
6200,GRP258-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP258-1.p
6201,GRP683-11.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP683-11.p
6202,GRP025-3.p, CNF_SAT_RFO_NEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP025-3.p
6203,GRP099-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP099-1.p
6204,GRP654-10.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP654-10.p
6205,GRP066-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP066-1.p
6206,GRP170-2.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP170-2.p
6207,GRP164-2.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP164-2.p
6208,GRP072-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP072-1.p
6209,GRP714-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP714-1.p
6210,GRP728-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP728-1.p
6211,GRP729-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP729-1.p
6212,GRP073-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP073-1.p
6213,GRP165-2.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP165-2.p
6214,GRP701-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP701-1.p
6215,GRP171-2.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP171-2.p
6216,GRP067-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP067-1.p
6217,GRP124-4.004.p, CNF_UNS_EPR_NEQ_NHN,,,,TPTP-v9.0.0/Problems/GRP/GRP124-4.004.p
6218,GRP098-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP098-1.p
6219,GRP259-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP259-1.p
6220,GRP517-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP517-1.p
6221,GRP271-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP271-1.p
6222,GRP265-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP265-1.p
6223,GRP503-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP503-1.p
6224,GRP398-2.p, CNF_SAT_RFO_EQU_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP398-2.p
6225,GRP734+1.p, FOF_SAT_RFO_PEQ,10.0,19.0,,TPTP-v9.0.0/Problems/GRP/GRP734+1.p
6226,GRP622+2.p, FOF_THM_RFO_SEQ,3825.0,19390.0,,TPTP-v9.0.0/Problems/GRP/GRP622+2.p
6227,GRP636+2.p, FOF_THM_RFO_SEQ,5645.0,31142.0,,TPTP-v9.0.0/Problems/GRP/GRP636+2.p
6228,GRP720+1.p, FOF_THM_RFO_PEQ,8.0,8.0,,TPTP-v9.0.0/Problems/GRP/GRP720+1.p
6229,GRP339-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP339-1.p
6230,GRP463-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP463-1.p
6231,GRP683+1.p, FOF_THM_RFO_PEQ,8.0,9.0,,TPTP-v9.0.0/Problems/GRP/GRP683+1.p
6232,GRP305-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP305-1.p
6233,GRP311-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP311-1.p
6234,GRP477-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP477-1.p
6235,GRP132-1.005.p, CNF_SAT_EPR_NEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP132-1.005.p
6236,GRP488-1.p, CNF_UNS_RFO_PEQ_UEQ,,,,TPTP-v9.0.0/Problems/GRP/GRP488-1.p
6237,GRP640+1.p, FOF_THM_RFO_SEQ,63.0,207.0,,TPTP-v9.0.0/Problems/GRP/GRP640+1.p
6238,GRP654+1.p, FOF_THM_RFO_PEQ,6.0,7.0,,TPTP-v9.0.0/Problems/GRP/GRP654+1.p
6239,GRP039-2.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/GRP/GRP039-2.p
6240,GRP107-1.p, CNF_UNS_RFO_PEQ_NUE,,,,TPTP-v9.0.0/Problems/GRP/GRP107-1.p
6241,GRP125-2.003.rm,,,,,TPTP-v9.0.0/Problems/GRP/GRP125-2.003.rm
