,Problem,spc,n_formulae,n_atoms,n_clauses,n_literals,n_variables,full_file_name,problem_form,expected_szs,logic_order,equality,arithmetic,horness
4070,DAT194^1.p, TH1_THM_EQU_NAR,306.0,736.0,,,1038.0,TPTP-v9.0.0/Problems/DAT/DAT194^1.p,TH1,THM,EQU,NAR,,
4071,DAT143^1.p, TH1_THM_EQU_NAR,22.0,13.0,,,17.0,TPTP-v9.0.0/Problems/DAT/DAT143^1.p,TH1,THM,EQU,NAR,,
4072,DAT157^1.p, TH1_THM_EQU_NAR,310.0,897.0,,,767.0,TPTP-v9.0.0/Problems/DAT/DAT157^1.p,TH1,THM,EQU,NAR,,
4073,DAT032_1.p, TF0_THM_EQU_ARI,19.0,43.0,,,24.0,TPTP-v9.0.0/Problems/DAT/DAT032_1.p,TF0,THM,EQU,ARI,,
4074,DAT026_1.p, TF0_THM_EQU_ARI,11.0,21.0,,,16.0,TPTP-v9.0.0/Problems/DAT/DAT026_1.p,TF0,THM,EQU,ARI,,
4075,DAT235^1.p, TH1_THM_EQU_NAR,304.0,869.0,,,1699.0,TPTP-v9.0.0/Problems/DAT/DAT235^1.p,TH1,THM,EQU,NAR,,
4076,DAT221^1.p, TH1_THM_EQU_NAR,331.0,1165.0,,,2038.0,TPTP-v9.0.0/Problems/DAT/DAT221^1.p,TH1,THM,EQU,NAR,,
4077,DAT209^1.p, TH1_THM_EQU_NAR,434.0,762.0,,,784.0,TPTP-v9.0.0/Problems/DAT/DAT209^1.p,TH1,THM,EQU,NAR,,
4078,DAT208^1.p, TH1_THM_EQU_NAR,329.0,984.0,,,1070.0,TPTP-v9.0.0/Problems/DAT/DAT208^1.p,TH1,THM,EQU,NAR,,
4079,DAT220^1.p, TH1_THM_EQU_NAR,334.0,938.0,,,1869.0,TPTP-v9.0.0/Problems/DAT/DAT220^1.p,TH1,THM,EQU,NAR,,
4080,DAT234^1.p, TH1_THM_EQU_NAR,319.0,757.0,,,1699.0,TPTP-v9.0.0/Problems/DAT/DAT234^1.p,TH1,THM,EQU,NAR,,
4081,DAT027_1.p, TF0_THM_EQU_ARI,11.0,22.0,,,17.0,TPTP-v9.0.0/Problems/DAT/DAT027_1.p,TF0,THM,EQU,ARI,,
4082,DAT033_1.p, TF0_THM_EQU_ARI,19.0,52.0,,,24.0,TPTP-v9.0.0/Problems/DAT/DAT033_1.p,TF0,THM,EQU,ARI,,
4083,DAT156^1.p, TH1_THM_EQU_NAR,295.0,874.0,,,1187.0,TPTP-v9.0.0/Problems/DAT/DAT156^1.p,TH1,THM,EQU,NAR,,
4084,DAT142^1.p, TH1_THM_EQU_NAR,392.0,902.0,,,893.0,TPTP-v9.0.0/Problems/DAT/DAT142^1.p,TH1,THM,EQU,NAR,,
4085,DAT195^1.p, TH1_THM_EQU_NAR,306.0,740.0,,,1024.0,TPTP-v9.0.0/Problems/DAT/DAT195^1.p,TH1,THM,EQU,NAR,,
4086,DAT181^1.p, TH1_THM_EQU_NAR,325.0,659.0,,,950.0,TPTP-v9.0.0/Problems/DAT/DAT181^1.p,TH1,THM,EQU,NAR,,
4087,DAT197^1.p, TH1_THM_EQU_NAR,353.0,806.0,,,1359.0,TPTP-v9.0.0/Problems/DAT/DAT197^1.p,TH1,THM,EQU,NAR,,
4088,DAT183^1.p, TH1_THM_EQU_NAR,340.0,745.0,,,998.0,TPTP-v9.0.0/Problems/DAT/DAT183^1.p,TH1,THM,EQU,NAR,,
4089,DAT334^8.p, TH0_THM_EQU_NAR,35.0,40.0,,,32.0,TPTP-v9.0.0/Problems/DAT/DAT334^8.p,TH0,THM,EQU,NAR,,
4090,DAT154^1.p, TH1_THM_EQU_NAR,322.0,753.0,,,1107.0,TPTP-v9.0.0/Problems/DAT/DAT154^1.p,TH1,THM,EQU,NAR,,
4091,DAT056^2.p, TH0_THM_EQU_NAR,10.0,3.0,,,10.0,TPTP-v9.0.0/Problems/DAT/DAT056^2.p,TH0,THM,EQU,NAR,,
4092,DAT140^1.p, TH1_THM_EQU_NAR,309.0,929.0,,,1045.0,TPTP-v9.0.0/Problems/DAT/DAT140^1.p,TH1,THM,EQU,NAR,,
4093,DAT168^1.p, TH1_THM_EQU_NAR,362.0,889.0,,,916.0,TPTP-v9.0.0/Problems/DAT/DAT168^1.p,TH1,THM,EQU,NAR,,
4094,DAT019_1.p, TF0_THM_EQU_ARI,11.0,17.0,,,11.0,TPTP-v9.0.0/Problems/DAT/DAT019_1.p,TF0,THM,EQU,ARI,,
4095,DAT025_1.p, TF0_THM_EQU_ARI,11.0,19.0,,,15.0,TPTP-v9.0.0/Problems/DAT/DAT025_1.p,TF0,THM,EQU,ARI,,
4096,DAT031_1.p, TF0_THM_EQU_ARI,11.0,20.0,,,13.0,TPTP-v9.0.0/Problems/DAT/DAT031_1.p,TF0,THM,EQU,ARI,,
4097,DAT222^1.p, TH1_THM_EQU_NAR,321.0,565.0,,,1657.0,TPTP-v9.0.0/Problems/DAT/DAT222^1.p,TH1,THM,EQU,NAR,,
4098,DAT236^1.p, TH1_THM_EQU_NAR,329.0,848.0,,,1744.0,TPTP-v9.0.0/Problems/DAT/DAT236^1.p,TH1,THM,EQU,NAR,,
4099,DAT237^1.p, TH1_THM_EQU_NAR,309.0,750.0,,,1883.0,TPTP-v9.0.0/Problems/DAT/DAT237^1.p,TH1,THM,EQU,NAR,,
4100,DAT223^1.p, TH1_THM_EQU_NAR,333.0,802.0,,,1955.0,TPTP-v9.0.0/Problems/DAT/DAT223^1.p,TH1,THM,EQU,NAR,,
4101,DAT335^2.p, TH0_CSA_EQU_NAR,33.0,40.0,,,30.0,TPTP-v9.0.0/Problems/DAT/DAT335^2.p,TH0,CSA,EQU,NAR,,
4102,DAT030_1.p, TF0_THM_EQU_ARI,11.0,17.0,,,18.0,TPTP-v9.0.0/Problems/DAT/DAT030_1.p,TF0,THM,EQU,ARI,,
4103,DAT024_1.p, TF0_THM_EQU_ARI,11.0,15.0,,,14.0,TPTP-v9.0.0/Problems/DAT/DAT024_1.p,TF0,THM,EQU,ARI,,
4104,DAT018_1.p, TF0_THM_EQU_ARI,6.0,18.0,,,12.0,TPTP-v9.0.0/Problems/DAT/DAT018_1.p,TF0,THM,EQU,ARI,,
4105,DAT169^1.p, TH1_THM_EQU_NAR,396.0,780.0,,,935.0,TPTP-v9.0.0/Problems/DAT/DAT169^1.p,TH1,THM,EQU,NAR,,
4106,DAT141^1.p, TH1_THM_EQU_NAR,325.0,445.0,,,1597.0,TPTP-v9.0.0/Problems/DAT/DAT141^1.p,TH1,THM,EQU,NAR,,
4107,DAT155^1.p, TH1_THM_EQU_NAR,300.0,881.0,,,1294.0,TPTP-v9.0.0/Problems/DAT/DAT155^1.p,TH1,THM,EQU,NAR,,
4108,DAT182^1.p, TH1_THM_EQU_NAR,325.0,880.0,,,1053.0,TPTP-v9.0.0/Problems/DAT/DAT182^1.p,TH1,THM,EQU,NAR,,
4109,DAT196^1.p, TH1_THM_EQU_NAR,312.0,708.0,,,1056.0,TPTP-v9.0.0/Problems/DAT/DAT196^1.p,TH1,THM,EQU,NAR,,
4110,DAT318^1.p, TH1_THM_EQU_NAR,13.0,6.0,,,32.0,TPTP-v9.0.0/Problems/DAT/DAT318^1.p,TH1,THM,EQU,NAR,,
4111,DAT324^1.p, TH1_THM_EQU_NAR,9.0,6.0,,,9.0,TPTP-v9.0.0/Problems/DAT/DAT324^1.p,TH1,THM,EQU,NAR,,
4112,DAT132^1.p, TH1_THM_EQU_NAR,317.0,615.0,,,1005.0,TPTP-v9.0.0/Problems/DAT/DAT132^1.p,TH1,THM,EQU,NAR,,
4113,DAT126^1.p, TH1_THM_EQU_NAR,349.0,711.0,,,921.0,TPTP-v9.0.0/Problems/DAT/DAT126^1.p,TH1,THM,EQU,NAR,,
4114,DAT080_1.p, TF0_THM_EQU_ARI,25.0,28.0,,,34.0,TPTP-v9.0.0/Problems/DAT/DAT080_1.p,TF0,THM,EQU,ARI,,
4115,DAT094_1.p, TF0_THM_EQU_ARI,25.0,30.0,,,36.0,TPTP-v9.0.0/Problems/DAT/DAT094_1.p,TF0,THM,EQU,ARI,,
4116,DAT043_1.p, TF0_THM_EQU_ARI,19.0,39.0,,,27.0,TPTP-v9.0.0/Problems/DAT/DAT043_1.p,TF0,THM,EQU,ARI,,
4117,DAT057_1.p, TF0_THM_EQU_ARI,12.0,23.0,,,19.0,TPTP-v9.0.0/Problems/DAT/DAT057_1.p,TF0,THM,EQU,ARI,,
4118,DAT287^1.p, TH1_THM_EQU_NAR,12.0,6.0,,,24.0,TPTP-v9.0.0/Problems/DAT/DAT287^1.p,TH1,THM,EQU,NAR,,
4119,DAT293^1.p, TH1_THM_EQU_NAR,11.0,15.0,,,25.0,TPTP-v9.0.0/Problems/DAT/DAT293^1.p,TH1,THM,EQU,NAR,,
4120,DAT278^1.p, TH1_THM_EQU_NAR,7.0,3.0,,,15.0,TPTP-v9.0.0/Problems/DAT/DAT278^1.p,TH1,THM,EQU,NAR,,
4121,DAT244^1.p, TH1_THM_EQU_NAR,332.0,707.0,,,1224.0,TPTP-v9.0.0/Problems/DAT/DAT244^1.p,TH1,THM,EQU,NAR,,
4122,DAT250^1.p, TH1_THM_EQU_NAR,325.0,605.0,,,1116.0,TPTP-v9.0.0/Problems/DAT/DAT250^1.p,TH1,THM,EQU,NAR,,
4123,DAT251^1.p, TH1_THM_EQU_NAR,326.0,698.0,,,1171.0,TPTP-v9.0.0/Problems/DAT/DAT251^1.p,TH1,THM,EQU,NAR,,
4124,DAT245^1.p, TH1_THM_EQU_NAR,341.0,796.0,,,1030.0,TPTP-v9.0.0/Problems/DAT/DAT245^1.p,TH1,THM,EQU,NAR,,
4125,DAT279^1.p, TH1_THM_EQU_NAR,6.0,3.0,,,18.0,TPTP-v9.0.0/Problems/DAT/DAT279^1.p,TH1,THM,EQU,NAR,,
4126,DAT292^1.p, TH1_THM_EQU_NAR,13.0,17.0,,,29.0,TPTP-v9.0.0/Problems/DAT/DAT292^1.p,TH1,THM,EQU,NAR,,
4127,DAT286^1.p, TH1_THM_EQU_NAR,8.0,3.0,,,18.0,TPTP-v9.0.0/Problems/DAT/DAT286^1.p,TH1,THM,EQU,NAR,,
4128,DAT042_1.p, TF0_THM_EQU_ARI,19.0,34.0,,,24.0,TPTP-v9.0.0/Problems/DAT/DAT042_1.p,TF0,THM,EQU,ARI,,
4129,DAT095_1.p, TF0_THM_EQU_ARI,25.0,30.0,,,38.0,TPTP-v9.0.0/Problems/DAT/DAT095_1.p,TF0,THM,EQU,ARI,,
4130,DAT081_1.p, TF0_THM_EQU_ARI,25.0,28.0,,,35.0,TPTP-v9.0.0/Problems/DAT/DAT081_1.p,TF0,THM,EQU,ARI,,
4131,DAT127^1.p, TH1_THM_EQU_NAR,322.0,813.0,,,932.0,TPTP-v9.0.0/Problems/DAT/DAT127^1.p,TH1,THM,EQU,NAR,,
4132,DAT133^1.p, TH1_THM_EQU_NAR,335.0,699.0,,,987.0,TPTP-v9.0.0/Problems/DAT/DAT133^1.p,TH1,THM,EQU,NAR,,
4133,DAT325^1.p, TH1_THM_EQU_NAR,13.0,14.0,,,21.0,TPTP-v9.0.0/Problems/DAT/DAT325^1.p,TH1,THM,EQU,NAR,,
4134,DAT319^1.p, TH1_THM_EQU_NAR,7.0,3.0,,,12.0,TPTP-v9.0.0/Problems/DAT/DAT319^1.p,TH1,THM,EQU,NAR,,
4135,DAT327^1.p, TH1_THM_EQU_NAR,12.0,16.0,,,22.0,TPTP-v9.0.0/Problems/DAT/DAT327^1.p,TH1,THM,EQU,NAR,,
4136,DAT119^1.p, TH1_THM_EQU_NAR,355.0,673.0,,,802.0,TPTP-v9.0.0/Problems/DAT/DAT119^1.p,TH1,THM,EQU,NAR,,
4137,DAT125^1.p, TH1_THM_EQU_NAR,345.0,810.0,,,1297.0,TPTP-v9.0.0/Problems/DAT/DAT125^1.p,TH1,THM,EQU,NAR,,
4138,DAT108_1.p, TF0_SAT_EQU_ARI,18.0,22.0,,,23.0,TPTP-v9.0.0/Problems/DAT/DAT108_1.p,TF0,SAT,EQU,ARI,,
4139,DAT131^1.p, TH1_THM_EQU_NAR,315.0,736.0,,,1224.0,TPTP-v9.0.0/Problems/DAT/DAT131^1.p,TH1,THM,EQU,NAR,,
4140,DAT097_1.p, TF0_THM_EQU_ARI,25.0,31.0,,,39.0,TPTP-v9.0.0/Problems/DAT/DAT097_1.p,TF0,THM,EQU,ARI,,
4141,DAT083_1.p, TF0_THM_EQU_ARI,25.0,28.0,,,34.0,TPTP-v9.0.0/Problems/DAT/DAT083_1.p,TF0,THM,EQU,ARI,,
4142,DAT054_1.p, TF0_CSA_EQU_ARI,6.0,11.0,,,4.0,TPTP-v9.0.0/Problems/DAT/DAT054_1.p,TF0,CSA,EQU,ARI,,
4143,DAT040_1.p, TF0_THM_EQU_ARI,19.0,39.0,,,26.0,TPTP-v9.0.0/Problems/DAT/DAT040_1.p,TF0,THM,EQU,ARI,,
4144,DAT068_1.p, TF0_THM_EQU_ARI,23.0,48.0,,,31.0,TPTP-v9.0.0/Problems/DAT/DAT068_1.p,TF0,THM,EQU,ARI,,
4145,DAT290^1.p, TH1_THM_EQU_NAR,14.0,7.0,,,18.0,TPTP-v9.0.0/Problems/DAT/DAT290^1.p,TH1,THM,EQU,NAR,,
4146,DAT284^1.p, TH1_THM_EQU_NAR,22.0,19.0,,,26.0,TPTP-v9.0.0/Problems/DAT/DAT284^1.p,TH1,THM,EQU,NAR,,
4147,DAT253^1.p, TH1_THM_EQU_NAR,356.0,567.0,,,813.0,TPTP-v9.0.0/Problems/DAT/DAT253^1.p,TH1,THM,EQU,NAR,,
4148,DAT247^1.p, TH1_THM_EQU_NAR,436.0,640.0,,,1134.0,TPTP-v9.0.0/Problems/DAT/DAT247^1.p,TH1,THM,EQU,NAR,,
4149,DAT246^1.p, TH1_THM_EQU_NAR,319.0,875.0,,,991.0,TPTP-v9.0.0/Problems/DAT/DAT246^1.p,TH1,THM,EQU,NAR,,
4150,DAT252^1.p, TH1_THM_EQU_NAR,319.0,580.0,,,1041.0,TPTP-v9.0.0/Problems/DAT/DAT252^1.p,TH1,THM,EQU,NAR,,
4151,DAT285^1.p, TH1_THM_EQU_NAR,9.0,5.0,,,16.0,TPTP-v9.0.0/Problems/DAT/DAT285^1.p,TH1,THM,EQU,NAR,,
4152,DAT291^1.p, TH1_THM_EQU_NAR,10.0,4.0,,,32.0,TPTP-v9.0.0/Problems/DAT/DAT291^1.p,TH1,THM,EQU,NAR,,
4153,DAT069_1.p, TF0_THM_EQU_ARI,23.0,48.0,,,31.0,TPTP-v9.0.0/Problems/DAT/DAT069_1.p,TF0,THM,EQU,ARI,,
4154,DAT041_1.p, TF0_THM_EQU_ARI,19.0,41.0,,,25.0,TPTP-v9.0.0/Problems/DAT/DAT041_1.p,TF0,THM,EQU,ARI,,
4155,DAT055_1.p, TF0_THM_NEQ_ARI,7.0,4.0,,,1.0,TPTP-v9.0.0/Problems/DAT/DAT055_1.p,TF0,THM,NEQ,ARI,,
4156,DAT082_1.p, TF0_THM_EQU_ARI,25.0,28.0,,,34.0,TPTP-v9.0.0/Problems/DAT/DAT082_1.p,TF0,THM,EQU,ARI,,
4157,DAT130^1.p, TH1_THM_EQU_NAR,308.0,751.0,,,955.0,TPTP-v9.0.0/Problems/DAT/DAT130^1.p,TH1,THM,EQU,NAR,,
4158,DAT109_1.p, TF0_SAT_EQU_ARI,20.0,31.0,,,13.0,TPTP-v9.0.0/Problems/DAT/DAT109_1.p,TF0,SAT,EQU,ARI,,
4159,DAT124^1.p, TH1_THM_EQU_NAR,322.0,878.0,,,1022.0,TPTP-v9.0.0/Problems/DAT/DAT124^1.p,TH1,THM,EQU,NAR,,
4160,DAT118^1.p, TH1_THM_EQU_NAR,303.0,705.0,,,1130.0,TPTP-v9.0.0/Problems/DAT/DAT118^1.p,TH1,THM,EQU,NAR,,
4161,DAT326^1.p, TH1_THM_EQU_NAR,11.0,23.0,,,23.0,TPTP-v9.0.0/Problems/DAT/DAT326^1.p,TH1,THM,EQU,NAR,,
4162,DAT322^1.p, TH1_THM_EQU_NAR,7.0,5.0,,,12.0,TPTP-v9.0.0/Problems/DAT/DAT322^1.p,TH1,THM,EQU,NAR,,
4163,DAT334_19.p, TF0_THM_NEQ_NAR,15.0,13.0,,,9.0,TPTP-v9.0.0/Problems/DAT/DAT334_19.p,TF0,THM,NEQ,NAR,,
4164,DAT120^1.p, TH1_THM_EQU_NAR,347.0,794.0,,,991.0,TPTP-v9.0.0/Problems/DAT/DAT120^1.p,TH1,THM,EQU,NAR,,
4165,DAT134^1.p, TH1_THM_EQU_NAR,311.0,707.0,,,1209.0,TPTP-v9.0.0/Problems/DAT/DAT134^1.p,TH1,THM,EQU,NAR,,
4166,DAT092_1.p, TF0_THM_EQU_ARI,25.0,28.0,,,36.0,TPTP-v9.0.0/Problems/DAT/DAT092_1.p,TF0,THM,EQU,ARI,,
4167,DAT086_1.p, TF0_THM_EQU_ARI,25.0,30.0,,,36.0,TPTP-v9.0.0/Problems/DAT/DAT086_1.p,TF0,THM,EQU,ARI,,
4168,DAT079_1.p, TF0_THM_EQU_ARI,25.0,28.0,,,34.0,TPTP-v9.0.0/Problems/DAT/DAT079_1.p,TF0,THM,EQU,ARI,,
4169,DAT051_1.p, TF0_THM_EQU_ARI,21.0,78.0,,,15.0,TPTP-v9.0.0/Problems/DAT/DAT051_1.p,TF0,THM,EQU,ARI,,
4170,DAT045_1.p, TF0_THM_EQU_ARI,19.0,43.0,,,26.0,TPTP-v9.0.0/Problems/DAT/DAT045_1.p,TF0,THM,EQU,ARI,,
4171,DAT295^1.p, TH1_THM_EQU_NAR,14.0,17.0,,,42.0,TPTP-v9.0.0/Problems/DAT/DAT295^1.p,TH1,THM,EQU,NAR,,
4172,DAT281^1.p, TH1_THM_EQU_NAR,7.0,3.0,,,14.0,TPTP-v9.0.0/Problems/DAT/DAT281^1.p,TH1,THM,EQU,NAR,,
4173,DAT256^1.p, TH1_THM_EQU_NAR,331.0,519.0,,,1658.0,TPTP-v9.0.0/Problems/DAT/DAT256^1.p,TH1,THM,EQU,NAR,,
4174,DAT242^1.p, TH1_THM_EQU_NAR,319.0,809.0,,,1870.0,TPTP-v9.0.0/Problems/DAT/DAT242^1.p,TH1,THM,EQU,NAR,,
4175,DAT243^1.p, TH1_THM_EQU_NAR,334.0,705.0,,,1605.0,TPTP-v9.0.0/Problems/DAT/DAT243^1.p,TH1,THM,EQU,NAR,,
4176,DAT257^1.p, TH1_THM_EQU_NAR,320.0,552.0,,,1571.0,TPTP-v9.0.0/Problems/DAT/DAT257^1.p,TH1,THM,EQU,NAR,,
4177,DAT280^1.p, TH1_THM_EQU_NAR,5.0,2.0,,,15.0,TPTP-v9.0.0/Problems/DAT/DAT280^1.p,TH1,THM,EQU,NAR,,
4178,DAT294^1.p, TH1_THM_EQU_NAR,8.0,8.0,,,17.0,TPTP-v9.0.0/Problems/DAT/DAT294^1.p,TH1,THM,EQU,NAR,,
4179,DAT044_1.p, TF0_THM_EQU_ARI,19.0,43.0,,,26.0,TPTP-v9.0.0/Problems/DAT/DAT044_1.p,TF0,THM,EQU,ARI,,
4180,DAT050_1.p, TF0_THM_EQU_ARI,19.0,50.0,,,25.0,TPTP-v9.0.0/Problems/DAT/DAT050_1.p,TF0,THM,EQU,ARI,,
4181,DAT078_1.p, TF0_THM_EQU_ARI,19.0,41.0,,,35.0,TPTP-v9.0.0/Problems/DAT/DAT078_1.p,TF0,THM,EQU,ARI,,
4182,DAT087_1.p, TF0_THM_EQU_ARI,25.0,28.0,,,36.0,TPTP-v9.0.0/Problems/DAT/DAT087_1.p,TF0,THM,EQU,ARI,,
4183,DAT093_1.p, TF0_THM_EQU_ARI,25.0,28.0,,,36.0,TPTP-v9.0.0/Problems/DAT/DAT093_1.p,TF0,THM,EQU,ARI,,
4184,DAT135^1.p, TH1_THM_EQU_NAR,353.0,697.0,,,898.0,TPTP-v9.0.0/Problems/DAT/DAT135^1.p,TH1,THM,EQU,NAR,,
4185,DAT121^1.p, TH1_THM_EQU_NAR,416.0,784.0,,,750.0,TPTP-v9.0.0/Problems/DAT/DAT121^1.p,TH1,THM,EQU,NAR,,
4186,DAT332_1.p, TF0_UNS_EQU_ARI,30.0,25.0,,,31.0,TPTP-v9.0.0/Problems/DAT/DAT332_1.p,TF0,UNS,EQU,ARI,,
4187,DAT323^1.p, TH1_THM_EQU_NAR,26.0,28.0,,,34.0,TPTP-v9.0.0/Problems/DAT/DAT323^1.p,TH1,THM,EQU,NAR,,
4188,DAT334^19.p, TH0_THM_EQU_NAR,35.0,42.0,,,34.0,TPTP-v9.0.0/Problems/DAT/DAT334^19.p,TH0,THM,EQU,NAR,,
4189,DAT321^1.p, TH1_THM_EQU_NAR,13.0,11.0,,,33.0,TPTP-v9.0.0/Problems/DAT/DAT321^1.p,TH1,THM,EQU,NAR,,
4190,DAT309^1.p, TH1_THM_EQU_NAR,11.0,15.0,,,30.0,TPTP-v9.0.0/Problems/DAT/DAT309^1.p,TH1,THM,EQU,NAR,,
4191,DAT330_1.p, TF0_UNS_EQU_ARI,39.0,31.0,,,31.0,TPTP-v9.0.0/Problems/DAT/DAT330_1.p,TF0,UNS,EQU,ARI,,
4192,DAT137^1.p, TH1_THM_EQU_NAR,359.0,647.0,,,837.0,TPTP-v9.0.0/Problems/DAT/DAT137^1.p,TH1,THM,EQU,NAR,,
4193,DAT123^1.p, TH1_THM_EQU_NAR,323.0,857.0,,,932.0,TPTP-v9.0.0/Problems/DAT/DAT123^1.p,TH1,THM,EQU,NAR,,
4194,DAT085_1.p, TF0_THM_EQU_ARI,25.0,29.0,,,36.0,TPTP-v9.0.0/Problems/DAT/DAT085_1.p,TF0,THM,EQU,ARI,,
4195,DAT091_1.p, TF0_THM_EQU_ARI,25.0,29.0,,,37.0,TPTP-v9.0.0/Problems/DAT/DAT091_1.p,TF0,THM,EQU,ARI,,
4196,DAT046_1.p, TF0_THM_EQU_ARI,19.0,44.0,,,23.0,TPTP-v9.0.0/Problems/DAT/DAT046_1.p,TF0,THM,EQU,ARI,,
4197,DAT052_1.p, TF0_THM_EQU_ARI,21.0,80.0,,,15.0,TPTP-v9.0.0/Problems/DAT/DAT052_1.p,TF0,THM,EQU,ARI,,
4198,DAT282^1.p, TH1_THM_EQU_NAR,6.0,2.0,,,8.0,TPTP-v9.0.0/Problems/DAT/DAT282^1.p,TH1,THM,EQU,NAR,,
4199,DAT296^1.p, TH1_THM_EQU_NAR,13.0,22.0,,,44.0,TPTP-v9.0.0/Problems/DAT/DAT296^1.p,TH1,THM,EQU,NAR,,
4200,DAT241^1.p, TH1_THM_EQU_NAR,327.0,853.0,,,1694.0,TPTP-v9.0.0/Problems/DAT/DAT241^1.p,TH1,THM,EQU,NAR,,
4201,DAT255^1.p, TH1_THM_EQU_NAR,339.0,666.0,,,1527.0,TPTP-v9.0.0/Problems/DAT/DAT255^1.p,TH1,THM,EQU,NAR,,
4202,DAT269^1.p, TH1_THM_EQU_NAR,6.0,5.0,,,14.0,TPTP-v9.0.0/Problems/DAT/DAT269^1.p,TH1,THM,EQU,NAR,,
4203,DAT268^1.p, TH1_THM_EQU_NAR,6.0,5.0,,,14.0,TPTP-v9.0.0/Problems/DAT/DAT268^1.p,TH1,THM,EQU,NAR,,
4204,DAT254^1.p, TH1_THM_EQU_NAR,330.0,798.0,,,1874.0,TPTP-v9.0.0/Problems/DAT/DAT254^1.p,TH1,THM,EQU,NAR,,
4205,DAT240^1.p, TH1_THM_EQU_NAR,313.0,724.0,,,1129.0,TPTP-v9.0.0/Problems/DAT/DAT240^1.p,TH1,THM,EQU,NAR,,
4206,DAT297^1.p, TH1_THM_EQU_NAR,9.0,4.0,,,27.0,TPTP-v9.0.0/Problems/DAT/DAT297^1.p,TH1,THM,EQU,NAR,,
4207,DAT283^1.p, TH1_THM_EQU_NAR,6.0,5.0,,,12.0,TPTP-v9.0.0/Problems/DAT/DAT283^1.p,TH1,THM,EQU,NAR,,
4208,DAT053_1.p, TF0_THM_EQU_ARI,23.0,78.0,,,13.0,TPTP-v9.0.0/Problems/DAT/DAT053_1.p,TF0,THM,EQU,ARI,,
4209,DAT047_1.p, TF0_THM_EQU_ARI,19.0,50.0,,,23.0,TPTP-v9.0.0/Problems/DAT/DAT047_1.p,TF0,THM,EQU,ARI,,
4210,DAT056^1.p, TH0_THM_EQU_NAR,10.0,7.0,,,17.0,TPTP-v9.0.0/Problems/DAT/DAT056^1.p,TH0,THM,EQU,NAR,,
4211,DAT090_1.p, TF0_THM_EQU_ARI,25.0,28.0,,,36.0,TPTP-v9.0.0/Problems/DAT/DAT090_1.p,TF0,THM,EQU,ARI,,
4212,DAT084_1.p, TF0_THM_EQU_ARI,25.0,28.0,,,35.0,TPTP-v9.0.0/Problems/DAT/DAT084_1.p,TF0,THM,EQU,ARI,,
4213,DAT122^1.p, TH1_THM_EQU_NAR,402.0,717.0,,,1090.0,TPTP-v9.0.0/Problems/DAT/DAT122^1.p,TH1,THM,EQU,NAR,,
4214,DAT136^1.p, TH1_THM_EQU_NAR,354.0,662.0,,,756.0,TPTP-v9.0.0/Problems/DAT/DAT136^1.p,TH1,THM,EQU,NAR,,
4215,DAT331_1.p, TF0_UNS_EQU_ARI,39.0,31.0,,,31.0,TPTP-v9.0.0/Problems/DAT/DAT331_1.p,TF0,UNS,EQU,ARI,,
4216,DAT308^1.p, TH1_THM_EQU_NAR,13.0,17.0,,,50.0,TPTP-v9.0.0/Problems/DAT/DAT308^1.p,TH1,THM,EQU,NAR,,
4217,DAT320^1.p, TH1_THM_EQU_NAR,8.0,15.0,,,21.0,TPTP-v9.0.0/Problems/DAT/DAT320^1.p,TH1,THM,EQU,NAR,,
4218,DAT311^1.p, TH1_THM_EQU_NAR,12.0,13.0,,,35.0,TPTP-v9.0.0/Problems/DAT/DAT311^1.p,TH1,THM,EQU,NAR,,
4219,DAT305^1.p, TH1_THM_EQU_NAR,24.0,13.0,,,47.0,TPTP-v9.0.0/Problems/DAT/DAT305^1.p,TH1,THM,EQU,NAR,,
4220,DAT102_1.p, TF0_THM_EQU_ARI,12.0,13.0,,,13.0,TPTP-v9.0.0/Problems/DAT/DAT102_1.p,TF0,THM,EQU,ARI,,
4221,DAT113^1.p, TH1_THM_EQU_NAR,289.0,855.0,,,1031.0,TPTP-v9.0.0/Problems/DAT/DAT113^1.p,TH1,THM,EQU,NAR,,
4222,DAT089_1.p, TF0_THM_EQU_ARI,25.0,28.0,,,36.0,TPTP-v9.0.0/Problems/DAT/DAT089_1.p,TF0,THM,EQU,ARI,,
4223,DAT062_1.p, TF0_THM_EQU_ARI,19.0,39.0,,,25.0,TPTP-v9.0.0/Problems/DAT/DAT062_1.p,TF0,THM,EQU,ARI,,
4224,DAT334_23.p, TF0_THM_NEQ_NAR,16.0,12.0,,,10.0,TPTP-v9.0.0/Problems/DAT/DAT334_23.p,TF0,THM,NEQ,NAR,,
4225,DAT076_1.p, TF0_THM_EQU_ARI,19.0,40.0,,,35.0,TPTP-v9.0.0/Problems/DAT/DAT076_1.p,TF0,THM,EQU,ARI,,
4226,DAT259^1.p, TH1_THM_EQU_NAR,6.0,3.0,,,13.0,TPTP-v9.0.0/Problems/DAT/DAT259^1.p,TH1,THM,EQU,NAR,,
4227,DAT265^1.p, TH1_THM_EQU_NAR,7.0,4.0,,,14.0,TPTP-v9.0.0/Problems/DAT/DAT265^1.p,TH1,THM,EQU,NAR,,
4228,DAT271^1.p, TH1_THM_EQU_NAR,6.0,6.0,,,14.0,TPTP-v9.0.0/Problems/DAT/DAT271^1.p,TH1,THM,EQU,NAR,,
